,title,text
1834,trust the man,trust the man comedy  drama  romance overachieving  actress  rebecca  moore  )   must  come  grips  failing  marriage  stay  home  dad  tom  duchovny  ).  slacker  brother  tobey  billy  crudup  seem  commit  aspiring  novelist  girlfriend  elaine  maggie  gyllenhaal  relationships  spin  control  two  couples  embark  quest  rediscover  magic  romance  falling  love  new  york
1835,bobik visiting barbos,bobik visiting barbos animation  comedy two  dogs  one  stray  well  become  friends
1836,race street,race street crime night  club  owner  takes  crooks  killed  best  friend
1837,campus man,campus man comedy todd  barret  aspiring  businessman  got  takes  enough  money  stay  college  cooks  plan  make  first  ever  male  sports  calendar  eventually  convinces  cactus  jack  shadowy  tough  loan  shark  give  deal  makes  pay  education  owes
1838,proof,proof drama life  blind  photographer  looked  housekeeper  disrupted  arrival  agreeable  restaurant  worker
1839,alien apocalypse,alien apocalypse drama  horror  comedy  thriller  science fiction astronaut  doctor  ivan  hood  fellow  kelly  return  mission  space  find  world  taken  aliens  dr  must  lead  revolution  free  human  slaves  alien  masters
1840,kung fu jungle,kung fu jungle crime  action  thriller martial  arts  instructor  working  police  academy  gets  imprisoned  killing  man  accident  vicious  killer  starts  targeting  masters  offers  help  return  freedom
1841,bring me the head of alfredo garcia,bring me the head of alfredo garcia action  crime  drama  thriller  western american  bartender  prostitute  girlfriend  go  road  trip  mexican  underworld  collect  1  million  bounty  head  dead  gigolo
1842,runoff,runoff drama  thriller beauty  land  cannot  mask  brutality  farm  town  harvest  draws  near  betty  confronts  terrifying  new  reality  go  desperate  lengths  save  family  threatened  forced
1843,the blonde from peking,the blonde from peking drama  comedy  crime  thriller cia  man  poses  actor  husband  amnesiac  chinese  missile  data  jewel
1844,dinotasia,dinotasia animation  documentary computer  generated  animation  daily  lives  dinosaurs  narrated  werner  herzog
1845,jason x,jason x horror  science fiction year  2455  old  earth  contaminated  planet  abandoned  centuries  --  brown  world  violent  storms  toxic  landmasses  poisonous  seas  yet  humans  returned  deadly  place  fled  live  research  ancient  rusting  artifacts  long  gone  civilizations  harmful  environment  could  prove  fatal  intrepid  young  explorers  landed  friday  13th  jason  lives
1846,creature comforts,creature comforts animation  comedy  family interviews  public  used  put  words  animal  mouths  oscar  winning  film  creator  wallace  gromit
1847,up in the world,up in the world comedy norman  window  cleaner  clean  manor  house  hundreds  windows  distracted  son  persuades  go  town  villains  try  kidnap  young  heir  fights  banged  head  remember  heroic  stand
1848,"sheba, baby","sheba, baby action  drama  thriller sheba  chicago  private  detective  returns  back  home  louisville  kentucky  help  father  fight  mobsters"
1849,october sky,october sky drama  family based  true  story  homer  hickam  coal  miner  son  inspired  first  sputnik  launch  take  rocketry  father  wishes  eventually  became  nasa  scientist
1850,a woman of paris,a woman of paris drama  romance marie  st  clair  believes  jilted  artist  fiance  jean  decides  leave  paris  spending  year  city  mistress  wealthy  pierre  revel  reunited  chance  leaves  choice  glamorous  life  true  love  left  behind
1851,vendetta for the saint,vendetta for the saint  simon  templar  holiday  naples  small  uproar  lunch  table  draws  attention  english  tourist  attempts  greet  italian  businessman  old  friend  refuses  acknowledge  greeting  claims  never  met
1852,beslan: three days in september,beslan: three days in september  september  2004  chechen  rebels  occupied  school  small  russian  city  beslan  taking  1  200  people  children  hostage  end  three  days  330  dead
1853,the mad butcher,the mad butcher horror  foreign released  mental  hospital  otto  returns  old  job  butcher  tries  adjust  new  life  bitter  argument  wife  accidentally  kills  fearing  sent  back  grinds  body  sells  sausages  friends  relatives  start  asking  questions  disappearance  ending  display  case
1854,total eclipse,total eclipse drama  romance young  wild  poet  arthur  rimbaud  mentor  paul  verlaine  engage  fierce  forbidden  romance  feeling  effects  hellish  artistic  lifestyle
1855,dracula: prince of darkness,dracula: prince of darkness horror whilst  vacationing  carpathian  mountain  two  couples  stumble  across  remains  count  dracula  castle  trusted  servant  kills  one  men  suspending  body  ashes  blood  drips  corpse  saturates  blackened  ritual  completed  revived  attentions  focus  dead  man  wife  become  partner  devoted  existence  depravity  evil
1856,den ofrivillige golfaren,den ofrivillige golfaren comedy bet  anyone  get  better  golf  one  week  golfer  says  golfing  businessman  boyfriend  quarrel  unfortunately  stig  helmer  standing  nearby  accepts  chosen  competitor  never  played  game  norwegian  friend  ole  promises  help
1857,chameli ki shaadi,chameli ki shaadi comedy  drama  romance charandas  young  man  village  aim  life  except  pehelwaan  wrestler  ).  takes  oath  court  marry  girl  hits  age  forty  things  changes  meets  chameli  falls  love  hilarious  take  caste  system  india  come  different  castes  try  hard
1858,thomas jefferson,thomas jefferson documentary  history complex  life  thomas  jefferson  wrote  men  created  equal  yet  owned  slaves  recounted  master  filmmaker  ken  burns  probing  documentary  covering  diplomatic  work  france  two  presidential  terms  retirement  monticello
1859,paul blart: mall cop,paul blart: mall cop action  adventure  comedy  family mild  mannered  paul  blart  kevin  james  always  huge  dreams  becoming  state  trooper  patrols  local  mall  security  guard  closely  cropped  moustache  personal  transporter  gung  ho  attitude  seems  take  job  seriously  changes  team  thugs  raids  takes  hostages  untrained  unarmed  super  size  target  become  real  cop  save  day
1860,snakes on a plane,snakes on a plane action  crime  horror  thriller america  search  murderer  eddie  kim  sean  jones  must  fly  l  testify  hearing  accompanied  fbi  agent  neville  flynn  flight  receives  unexpected  visitors
1861,our paradise,our paradise drama vassili  aged  prostitute  killer  instincts  finds  unconscious  young  man  forest  boulogne  takes  home  lovers  accomplices  two  men  become  couple  prostitution  steal  clients  yet  menaces  retaliation  leave  choice  escape  paris  runaway  begins  ...
1862,bad day at black rock,bad day at black rock crime  drama  western stranger  visits  tiny  western  town  determined  keep  horrible  secret
1863,alpha and omega 3: the great wolf games,"alpha and omega 3: the great wolf games animation  family  adventure  comedy join  pack  wild  warmhearted  totally  pawsome  adventure  starring  everyone  favorite  alphas  omegas  time  great  wolf  games   ""  packs  set  aside  differences  friendly  competition  unexpected  accident  puts  many  star  alpha  wolves  commission  new  team  assembled  includes  forest  friends  coach  humphrey  lead  ragtag  group  underdogs  victory  find  thrilling  movie  leave  howling"
1864,jaws,jaws horror  thriller  adventure insatiable  great  white  shark  terrorizes  townspeople  amity  island  police  chief  oceanographer  grizzled  hunter  seek  destroy  bloodthirsty  beast
1865,tonight and every night,tonight and every night romance american  girl  falls  raf  pilot  performing  british  music  hall
1866,"steamboat bill, jr.","steamboat bill, jr. action  comedy college  effete  son  nonsense  steamboat  captain  comes  visit  father  seen  since  little"
1867,elaine stritch: at liberty,elaine stritch: at liberty comedy  documentary  music  tv movie judy  palace  sinatra  carnegie  hall  streisand  garden  stritch  broadway  legendary  performances  come  along  rarely
1868,sanshiro sugata,sanshiro sugata drama story  sanshiro  strong  stubborn  youth  travels  city  order  learn  jujutsu  however  upon  arrival  discovers  new  form  self  defence  judo  main  character  based  shiro  saigo  legendary  judoka
1869,the most beautiful day,the most beautiful day comedy  drama quirky  overambitious  pianist  andi  33  laid  back  relaxed  benno  36  one  thing  common  die  soon  two  decide  trouble  hospice  awesome  day  late  first  need  money  cleverly  scam  since  going  prison  considering  limited  amount  time  question  set  africa  nightmare  hypochondriac  also  huge  deal  face  past  life  journey  leads  hazards  number  comedic  tragic  dramatic  dangerous  moments  finally  original  aspiration  realizing  take  hands  miss
1870,spork,spork comedy  music frizzy  haired  pink  cheeked  outcast  named  spork  navigates  way  annals  junior  high
1871,the story of marie and julien,the story of marie and julien romance  drama  fantasy  mystery julien  lives  alone  cat  dreams  marie  minutes  later  sees  street  makes  date  asks  move  boyfriend  dead  rest  past  mystery  although  quickly  seem  fall  love  sometimes  pulls  away  suddenly  distant  spends  night  hotel  also  dreads  something  imminent  warns  missteps  lose  memory  responds  digging  explains  remodeling  upstairs  garret  room  nightly  fears  desperately  learns  either  rescue
